,name,country,region,Population (millions),revision_id,article_quality
4084,Thomas Nimene Botoe,Liberia,WESTERN AFRICA,5.3,1032852481,Stub
4085,Laurence Konmla Bropleh,Liberia,WESTERN AFRICA,5.3,1111811069,C
4086,MacDella Cooper,Liberia,WESTERN AFRICA,5.3,1090905959,Start
4087,Ellen Corkrum,Liberia,WESTERN AFRICA,5.3,1073787199,Start
4088,Alexander B. Cummings Jr.,Liberia,WESTERN AFRICA,5.3,1082609064,C
4089,Bernice Dahn,Liberia,WESTERN AFRICA,5.3,1065553283,Start
4090,Josiah Johnson (footballer),Liberia,WESTERN AFRICA,5.3,1077574201,Start
4091,Wesley Momo Johnson,Liberia,WESTERN AFRICA,5.3,1103796944,Stub
4092,Roland B. Kai,Liberia,WESTERN AFRICA,5.3,1082873073,Stub
4093,Boima Kamara,Liberia,WESTERN AFRICA,5.3,1085305979,Stub
4094,J. Edwin Lloyd,Liberia,WESTERN AFRICA,5.3,1043104532,Start
4095,Momulu Massaquoi,Liberia,WESTERN AFRICA,5.3,1108938993,Start
4096,Nathaniel Varney Massaquoi,Liberia,WESTERN AFRICA,5.3,1102401865,Start
4097,Edward B. McClain Jr.,Liberia,WESTERN AFRICA,5.3,1064569309,Stub
4098,Eugene Lenn Nagbe,Liberia,WESTERN AFRICA,5.3,1083251751,Stub
4099,John Brown Russwurm,Liberia,WESTERN AFRICA,5.3,1094234122,C
4100,Clarence Lorenzo Simpson Jr.,Liberia,WESTERN AFRICA,5.3,1105954487,C
4101,Jeremiah Sulunteh,Liberia,WESTERN AFRICA,5.3,1083116492,Start
4102,Alaric Tokpa,Liberia,WESTERN AFRICA,5.3,1109480786,Stub
4103,E. Reginald Townsend,Liberia,WESTERN AFRICA,5.3,1097308313,C
4104,Blahsue Vonleh,Liberia,WESTERN AFRICA,5.3,966652408,Stub
4105,Tom Woewiyu,Liberia,WESTERN AFRICA,5.3,1106530241,C
4106,Abdullah al-Lafi,Libya,NORTHERN AFRICA,6.8,1110626129,Stub
4107,Ahmed Rafiq Almhadoui,Libya,NORTHERN AFRICA,6.8,980219181,Stub
4108,Mohamed Abulasʽad El-ʽAlem,Libya,NORTHERN AFRICA,6.8,978820765,Stub
4109,Abd-Rabbo al-Barassi,Libya,NORTHERN AFRICA,6.8,1115564159,Stub
4110,Fathi Bashagha,Libya,NORTHERN AFRICA,6.8,1115685809,C
4111,Mohamed Ben Ghalbon,Libya,NORTHERN AFRICA,6.8,1045780839,C
4112,Ahmad Bishti,Libya,NORTHERN AFRICA,6.8,988068224,Stub
4113,Abdul Hamid Dbeibeh,Libya,NORTHERN AFRICA,6.8,1115564238,C
4114,Ehtuish Ehtuish,Libya,NORTHERN AFRICA,6.8,1095905433,Start
4115,Mohamed Eshtewi,Libya,NORTHERN AFRICA,6.8,1115570928,C
4116,Ahmed Gaddaf al-Dam,Libya,NORTHERN AFRICA,6.8,1111251503,C
4117,Hisham Ben Ghalbon,Libya,NORTHERN AFRICA,6.8,983057293,C
4118,Khalifa Haftar,Libya,NORTHERN AFRICA,6.8,1115568588,FA
4119,El Waer Hakim,Libya,NORTHERN AFRICA,6.8,1115555771,Start
4120,Ibrahim Jadhran,Libya,NORTHERN AFRICA,6.8,1115566993,Start
4121,Leila bin Khalifa,Libya,NORTHERN AFRICA,6.8,1115568631,Start
4122,Al-Aref al-Khoga,Libya,NORTHERN AFRICA,6.8,1115564594,Stub
4123,Musa Al-Koni,Libya,NORTHERN AFRICA,6.8,1114169303,Stub
4124,Mohamed al-Menfi,Libya,NORTHERN AFRICA,6.8,1113266300,Start
4125,Abd al-Mawla Naqi,Libya,NORTHERN AFRICA,6.8,1088160861,Stub
4126,Abdullah Naker,Libya,NORTHERN AFRICA,6.8,1115573103,Start
4127,Aref Ali Nayed,Libya,NORTHERN AFRICA,6.8,1115553975,C
4128,Abdel Wahab Qaid,Libya,NORTHERN AFRICA,6.8,1077575299,Start
4129,Ali Sahli,Libya,NORTHERN AFRICA,6.8,997716381,Start
4130,Bashir Saadawi,Libya,NORTHERN AFRICA,6.8,1097982743,Stub
4131,Fayez al-Sarraj,Libya,NORTHERN AFRICA,6.8,1115566067,GA
4132,Mohammed El Senussi,Libya,NORTHERN AFRICA,6.8,1115570955,C
4133,Abdulrahman Sewehli,Libya,NORTHERN AFRICA,6.8,1041934642,Stub
4134,Ashour Suleiman Shuwail,Libya,NORTHERN AFRICA,6.8,1062396177,Start
4135,Mohamed Taha Siala,Libya,NORTHERN AFRICA,6.8,1040410236,Start
4136,Alfons Goop,Liechtenstein,WESTERN EUROPE,0.0,1030085950,Stub
4137,Peter Kaiser (historian),Liechtenstein,WESTERN EUROPE,0.0,1086304418,Start
4138,Aleksandras Ambrazevičius,Lithuania,NORTHERN EUROPE,2.8,1055137919,Stub
4139,Leonas Apšega,Lithuania,NORTHERN EUROPE,2.8,1055138262,Stub
4140,Mykolas Arlauskas,Lithuania,NORTHERN EUROPE,2.8,1102542977,Stub
4141,Rimantas Astrauskas,Lithuania,NORTHERN EUROPE,2.8,1055138314,Stub
4142,Adomas Ąžuolas Audickas,Lithuania,NORTHERN EUROPE,2.8,1034971366,Stub
4143,Edminas Bagdonas,Lithuania,NORTHERN EUROPE,2.8,1107087749,Stub
4144,Zbignev Balcevič,Lithuania,NORTHERN EUROPE,2.8,1067686942,Stub
4145,Vilius Baldišis,Lithuania,NORTHERN EUROPE,2.8,1055138352,Stub
4146,Vladimiras Beriozovas,Lithuania,NORTHERN EUROPE,2.8,1081645523,Stub
4147,Kazys Boruta,Lithuania,NORTHERN EUROPE,2.8,1111128086,Stub
4148,Dalius Čekuolis,Lithuania,NORTHERN EUROPE,2.8,981172806,Start
4149,Virgilijus Čepaitis,Lithuania,NORTHERN EUROPE,2.8,1055139334,Start
4150,Jan Ciechanowicz,Lithuania,NORTHERN EUROPE,2.8,1113206685,Start
4151,Audra Dagelytė,Lithuania,NORTHERN EUROPE,2.8,978650593,Start
4152,Juozas Gabrys,Lithuania,NORTHERN EUROPE,2.8,1110562273,C
4153,Balys Gajauskas,Lithuania,NORTHERN EUROPE,2.8,1055139477,Stub
4154,Bronislovas Genzelis,Lithuania,NORTHERN EUROPE,2.8,1081643813,Stub
4155,Eimantas Grakauskas,Lithuania,NORTHERN EUROPE,2.8,1081646343,Stub
4156,Kęstutis Grinius,Lithuania,NORTHERN EUROPE,2.8,1096138707,Stub
4157,Šarūnas Gustainis,Lithuania,NORTHERN EUROPE,2.8,1108456889,Stub
4158,Gintautas Iešmantas,Lithuania,NORTHERN EUROPE,2.8,1055139730,Stub
4159,Stanislovas Gediminas Ilgūnas,Lithuania,NORTHERN EUROPE,2.8,1055139813,Stub
4160,Martynas Jankus,Lithuania,NORTHERN EUROPE,2.8,989879897,C
4161,Albinas Januška,Lithuania,NORTHERN EUROPE,2.8,1065010470,Stub
4162,Jurgis Jurgelis,Lithuania,NORTHERN EUROPE,2.8,1090998151,Stub
4163,Antanas Karoblis,Lithuania,NORTHERN EUROPE,2.8,1016154111,Stub
4164,Juozas Karvelis,Lithuania,NORTHERN EUROPE,2.8,1092210484,Stub
4165,Vytautas Kolesnikovas,Lithuania,NORTHERN EUROPE,2.8,1098843848,Stub
4166,Szymon Konarski,Lithuania,NORTHERN EUROPE,2.8,1047077008,C
4167,Stasys Kropas,Lithuania,NORTHERN EUROPE,2.8,978236314,Stub
4168,Petras Kubiliūnas,Lithuania,NORTHERN EUROPE,2.8,1102814878,GA
4169,Česlovas Kudaba,Lithuania,NORTHERN EUROPE,2.8,1051528968,Stub
4170,Algirdas Kumža,Lithuania,NORTHERN EUROPE,2.8,1095333348,Stub
4171,Dalia Kuodytė,Lithuania,NORTHERN EUROPE,2.8,1089537824,Stub
4172,Bronius Kuzmickas,Lithuania,NORTHERN EUROPE,2.8,1115418532,Stub
4173,Jonas Liaučius,Lithuania,NORTHERN EUROPE,2.8,1020554126,Stub
4174,Zita Loseva,Lithuania,NORTHERN EUROPE,2.8,1108440479,Stub
4175,Stasys Lozoraitis (junior),Lithuania,NORTHERN EUROPE,2.8,1113338752,Stub
4176,Jonas Mačys,Lithuania,NORTHERN EUROPE,2.8,1018920109,Stub
4177,Mykolas Majauskas,Lithuania,NORTHERN EUROPE,2.8,1115428484,C
4178,Vytautas Matulevičius,Lithuania,NORTHERN EUROPE,2.8,1091859390,Start
4179,Deividas Matulionis,Lithuania,NORTHERN EUROPE,2.8,1101102702,Start
4180,Darius Mažintas,Lithuania,NORTHERN EUROPE,2.8,978234421,Start
4181,Visvaldas Mažonas,Lithuania,NORTHERN EUROPE,2.8,1111828286,Start
4182,Albertas Miškinis,Lithuania,NORTHERN EUROPE,2.8,1091314043,Stub
4183,Donatas Morkūnas,Lithuania,NORTHERN EUROPE,2.8,1090323288,Stub
4184,Mindaugas Murza,Lithuania,NORTHERN EUROPE,2.8,1023934564,GA
4185,Algimantas Norvilas,Lithuania,NORTHERN EUROPE,2.8,1100321449,Stub
4186,Grzegorz Antoni Ogiński,Lithuania,NORTHERN EUROPE,2.8,1104130589,Start
4187,Vytautas Paliūnas,Lithuania,NORTHERN EUROPE,2.8,989408024,Stub
4188,Rolandas Paulauskas,Lithuania,NORTHERN EUROPE,2.8,1020295832,Stub
4189,Eugenijus Petrovas,Lithuania,NORTHERN EUROPE,2.8,1090157894,Stub
4190,Virginijus Pikturna,Lithuania,NORTHERN EUROPE,2.8,1110987732,Stub
4191,Petras Poškus,Lithuania,NORTHERN EUROPE,2.8,1105344855,Stub
4192,Vidmantas Povilionis,Lithuania,NORTHERN EUROPE,2.8,978236741,Stub
4193,Antanas Purėnas,Lithuania,NORTHERN EUROPE,2.8,1053162971,Stub
4194,Liudvikas Narcizas Rasimavičius,Lithuania,NORTHERN EUROPE,2.8,978229778,Stub
4195,Liudvikas Saulius Razma,Lithuania,NORTHERN EUROPE,2.8,1108537637,Stub
4196,Kęstutis Rimkus,Lithuania,NORTHERN EUROPE,2.8,1084581486,Stub
4197,Romualdas Rudzys,Lithuania,NORTHERN EUROPE,2.8,1078622083,Stub
4198,Valerijonas Šadreika,Lithuania,NORTHERN EUROPE,2.8,1016659563,Stub
4199,Kazimieras Saja,Lithuania,NORTHERN EUROPE,2.8,1089760495,Stub
4200,Józef Sapieha,Lithuania,NORTHERN EUROPE,2.8,1005625450,Stub
4201,Gediminas Šerkšnys,Lithuania,NORTHERN EUROPE,2.8,1019817150,Stub
4202,Liudvikas Simutis,Lithuania,NORTHERN EUROPE,2.8,1020199058,Stub
4203,Jonas Tamulis,Lithuania,NORTHERN EUROPE,2.8,1020058624,Stub
4204,Vladas Terleckas,Lithuania,NORTHERN EUROPE,2.8,1001712089,Stub
4205,Zigmas Vaišvila,Lithuania,NORTHERN EUROPE,2.8,1090444812,Stub
4206,Rimvydas Valatka,Lithuania,NORTHERN EUROPE,2.8,1097742567,Stub
4207,Birutė Valionytė,Lithuania,NORTHERN EUROPE,2.8,1115082962,Stub
4208,Povilas Varanauskas,Lithuania,NORTHERN EUROPE,2.8,1115085817,Stub
4209,Iosif Vareikis,Lithuania,NORTHERN EUROPE,2.8,1095024223,C
4210,Eduardas Vilkas,Lithuania,NORTHERN EUROPE,2.8,1051384630,Stub
4211,Povilas Višinskis,Lithuania,NORTHERN EUROPE,2.8,1080541534,FA
4212,Alfonsas Žalys,Lithuania,NORTHERN EUROPE,2.8,1051529875,Stub
4213,Nicolas Biever,Luxembourg,WESTERN EUROPE,0.7,1040168986,Start
4214,René Blum (politician),Luxembourg,WESTERN EUROPE,0.7,1098326089,Stub
4215,Dominique Brasseur,Luxembourg,WESTERN EUROPE,0.7,1036127322,Start
4216,Xavier Brasseur,Luxembourg,WESTERN EUROPE,0.7,1095247221,Start
4217,Jean-Pierre Büchler,Luxembourg,WESTERN EUROPE,0.7,972475222,Stub
4218,Corinne Cahen,Luxembourg,WESTERN EUROPE,0.7,1091081009,Stub
4219,Sven Clement,Luxembourg,WESTERN EUROPE,0.7,1106657885,Start
4220,Émile Colling,Luxembourg,WESTERN EUROPE,0.7,1093095448,Stub
4221,Lex Delles,Luxembourg,WESTERN EUROPE,0.7,1096618433,Stub
4222,Carole Dieschbourg,Luxembourg,WESTERN EUROPE,0.7,1108005686,Start
4223,Norbert Dumont,Luxembourg,WESTERN EUROPE,0.7,1098325935,Stub
4224,Paul Elvinger,Luxembourg,WESTERN EUROPE,0.7,1105609969,Stub
4225,Frank Engel (politician),Luxembourg,WESTERN EUROPE,0.7,1067686448,C
4226,Jean Ersfeld,Luxembourg,WESTERN EUROPE,0.7,1045766144,Start
4227,Johannes Olav Fallize,Luxembourg,WESTERN EUROPE,0.7,1098325847,C
4228,Marc Hansen (politician),Luxembourg,WESTERN EUROPE,0.7,972541291,Stub
4229,Aloyse Hentgen,Luxembourg,WESTERN EUROPE,0.7,1033045810,Start
4230,Dan Kersch,Luxembourg,WESTERN EUROPE,0.7,1100444711,Stub
4231,Fred Keup,Luxembourg,WESTERN EUROPE,0.7,1098325820,Start
4232,Guillaume Konsbruck,Luxembourg,WESTERN EUROPE,0.7,1032222770,Start
4233,Damian Kratzenberg,Luxembourg,WESTERN EUROPE,0.7,1109668652,Start
4234,Pierre Krier,Luxembourg,WESTERN EUROPE,0.7,1025075327,Stub
4235,Léon de la Fontaine,Luxembourg,WESTERN EUROPE,0.7,989275202,Start
4236,Andy Maar,Luxembourg,WESTERN EUROPE,0.7,1083972057,Start
4237,Norbert Metz,Luxembourg,WESTERN EUROPE,0.7,1098326093,Start
4238,Maggy Nagel,Luxembourg,WESTERN EUROPE,0.7,972402515,Stub
4239,Camille Ney,Luxembourg,WESTERN EUROPE,0.7,972474614,Stub
4240,Alphonse Osch,Luxembourg,WESTERN EUROPE,0.7,1011079244,Stub
4241,Roy Reding,Luxembourg,WESTERN EUROPE,0.7,1098325858,C
4242,Émile Schaus,Luxembourg,WESTERN EUROPE,0.7,1011079294,Start
4243,Meris Šehović,Luxembourg,WESTERN EUROPE,0.7,1090540880,Start
4244,Émile Servais,Luxembourg,WESTERN EUROPE,0.7,1021508291,Start
4245,Joe Thein,Luxembourg,WESTERN EUROPE,0.7,1106126986,C
4246,Jean Ulveling,Luxembourg,WESTERN EUROPE,0.7,1044934913,Start
4247,Dominique Urbany,Luxembourg,WESTERN EUROPE,0.7,1011079343,Stub
4248,René Urbany,Luxembourg,WESTERN EUROPE,0.7,1035637714,Stub
4249,Jup Weber,Luxembourg,WESTERN EUROPE,0.7,1103547818,Stub
4250,Augustin Andriamananoro,Madagascar,EASTERN AFRICA,29.6,1088440296,C
4251,Andriamihaja,Madagascar,EASTERN AFRICA,29.6,1049859568,Start
4252,Gilbert Annette,Madagascar,EASTERN AFRICA,29.6,1074411018,Stub
4253,Azaly Ben Marofo,Madagascar,EASTERN AFRICA,29.6,1015779867,Stub
4254,Laurent Botokeky,Madagascar,EASTERN AFRICA,29.6,1052355009,Stub
4255,Monja Jaona,Madagascar,EASTERN AFRICA,29.6,1036147967,C
4256,Ralijaona Laingo,Madagascar,EASTERN AFRICA,29.6,1025261917,Stub
4257,Lucien Xavier Michel-Andrianarahinjaka,Madagascar,EASTERN AFRICA,29.6,1058321016,C
4258,Jacques Rabemananjara,Madagascar,EASTERN AFRICA,29.6,1110634693,C
4259,Césaire Rabenoro,Madagascar,EASTERN AFRICA,29.6,1061411568,Stub
4260,Bruno Rajaonson,Madagascar,EASTERN AFRICA,29.6,1109478359,Stub
4261,Patrick Rajoelina,Madagascar,EASTERN AFRICA,29.6,1093046293,Stub
4262,Jean Ralaimongo,Madagascar,EASTERN AFRICA,29.6,1110879918,C
4263,Pierre Ramampy,Madagascar,EASTERN AFRICA,29.6,1028215428,Stub
4264,Hyppolite Ramaroson,Madagascar,EASTERN AFRICA,29.6,1099375685,C
4265,Nadine Ramaroson,Madagascar,EASTERN AFRICA,29.6,1096471853,Start
4266,Jonah Ranaivo,Madagascar,EASTERN AFRICA,29.6,1078436404,Stub
4267,Mamy Ranaivoniarivo,Madagascar,EASTERN AFRICA,29.6,1098113446,Stub
4268,Michel Randria,Madagascar,EASTERN AFRICA,29.6,1015780786,Start
4269,Marcel Ranjeva,Madagascar,EASTERN AFRICA,29.6,1109937144,Stub
4270,Roseline Emma Rasolovoahangy,Madagascar,EASTERN AFRICA,29.6,1089223300,C
4271,Ratsitatanina,Madagascar,EASTERN AFRICA,29.6,1036475970,Stub
4272,Lalao Ravalomanana,Madagascar,EASTERN AFRICA,29.6,1113003603,Start
4273,Mahasumpo Raveloson,Madagascar,EASTERN AFRICA,29.6,1089036415,Stub
4274,Benja Razafimahaleo,Madagascar,EASTERN AFRICA,29.6,1072140578,Start
4275,Honoré N. Razafindramiandra,Madagascar,EASTERN AFRICA,29.6,1089940988,C
4276,Andre Resampa,Madagascar,EASTERN AFRICA,29.6,1073329416,Start
4277,Christian Rémi Richard,Madagascar,EASTERN AFRICA,29.6,1112933791,Stub
4278,Albert Sylla,Madagascar,EASTERN AFRICA,29.6,1075808888,Start
4279,Norbert Zafimahova,Madagascar,EASTERN AFRICA,29.6,1015780135,Stub
4280,Attati Mpakati,Malawi,EASTERN AFRICA,20.4,1108000857,Stub
4281,Albert Muwalo,Malawi,EASTERN AFRICA,20.4,1114849569,C
4282,Cornelius Mwalwanda,Malawi,EASTERN AFRICA,20.4,1105542555,Start
4283,Kingsely Namakhwa,Malawi,EASTERN AFRICA,20.4,1064384238,Stub
4284,Mary Shawa,Malawi,EASTERN AFRICA,20.4,1112290811,Start
4285,James John Skinner,Malawi,EASTERN AFRICA,20.4,1113854291,C
4286,Michael Usi,Malawi,EASTERN AFRICA,20.4,1107660890,Start
4287,Abang Haji Abdillah,Malaysia,SOUTHEAST ASIA,32.7,1056543425,Start
4288,Abdul Ghani Mohamed Yassin,Malaysia,SOUTHEAST ASIA,32.7,1113182866,Start
4289,Abdul Manaf Hashim,Malaysia,SOUTHEAST ASIA,32.7,1090466536,Start
4290,Abdullah CD,Malaysia,SOUTHEAST ASIA,32.7,1110169461,Start
4291,Abu Samah Mohd Kassim,Malaysia,SOUTHEAST ASIA,32.7,1110963661,Stub
4292,Ahmad Johnie Zawawi,Malaysia,SOUTHEAST ASIA,32.7,1044948332,Start
4293,Ahmad Zaidi Adruce,Malaysia,SOUTHEAST ASIA,32.7,1099900353,C
4294,Kontik Kamariah Ahmad,Malaysia,SOUTHEAST ASIA,32.7,1110357674,Start
4295,Zainal Abidin Ahmad (writer),Malaysia,SOUTHEAST ASIA,32.7,1113287141,C
4296,Aidi Moktar,Malaysia,SOUTHEAST ASIA,32.7,1090469435,Start
4297,Aliasgar Basri,Malaysia,SOUTHEAST ASIA,32.7,1095268056,C
4298,Abdul Rahman Andak,Malaysia,SOUTHEAST ASIA,32.7,1104820799,C
4299,Arifin Asgali,Malaysia,SOUTHEAST ASIA,32.7,1044383047,Start
4300,Assaffal P. Alian,Malaysia,SOUTHEAST ASIA,32.7,1099124313,Start
4301,Awang Tengah Ali Hasan,Malaysia,SOUTHEAST ASIA,32.7,1113182818,Start
4302,Aznel Ibrahim,Malaysia,SOUTHEAST ASIA,32.7,1110533050,Start
4303,R. G. Balan,Malaysia,SOUTHEAST ASIA,32.7,1110533095,Stub
4304,Abdul Aziz bin Husain,Malaysia,SOUTHEAST ASIA,32.7,971530690,C
4305,Chai Kim Sen,Malaysia,SOUTHEAST ASIA,32.7,1106368685,Start
4306,Chen Tien,Malaysia,SOUTHEAST ASIA,32.7,1031735962,Stub
4307,Chin Peng,Malaysia,SOUTHEAST ASIA,32.7,1107270533,FA
4308,Chong Ted Tsiung,Malaysia,SOUTHEAST ASIA,32.7,1108544226,Stub
4309,Chong Zhemin,Malaysia,SOUTHEAST ASIA,32.7,1095389334,Stub
4310,Lily Eberwein,Malaysia,SOUTHEAST ASIA,32.7,1108044673,C
4311,Ellron Alfred Angin,Malaysia,SOUTHEAST ASIA,32.7,1113511050,Start
4312,Eu Chooi Yip,Malaysia,SOUTHEAST ASIA,32.7,1070490957,C
4313,Shamsiah Fakeh,Malaysia,SOUTHEAST ASIA,32.7,1101748227,C
4314,Fong Chong Pik,Malaysia,SOUTHEAST ASIA,32.7,1001009224,Stub
4315,Ghulamhaidar Khan,Malaysia,SOUTHEAST ASIA,32.7,1075437508,Start
4316,Gopalakrishnan Subramaniam,Malaysia,SOUTHEAST ASIA,32.7,1110053029,Stub
4317,Guan Dee Koh Hoi,Malaysia,SOUTHEAST ASIA,32.7,1100039608,C
4318,Joachim Gunsalam,Malaysia,SOUTHEAST ASIA,32.7,1114400966,Start
4319,Hajiji Noor,Malaysia,SOUTHEAST ASIA,32.7,1115441744,C
4320,Najwan Halimi,Malaysia,SOUTHEAST ASIA,32.7,1111870236,C
4321,Hamisa Samat,Malaysia,SOUTHEAST ASIA,32.7,1113042660,Start
4322,Heah Joo Seang,Malaysia,SOUTHEAST ASIA,32.7,1090938871,C
4323,Hii King Chiong,Malaysia,SOUTHEAST ASIA,32.7,1027073601,Start
4324,Akmar Hisham,Malaysia,SOUTHEAST ASIA,32.7,1107461682,C
4325,Hishamuddin Rais,Malaysia,SOUTHEAST ASIA,32.7,1089314868,Start
4326,Hasnoor Hussein,Malaysia,SOUTHEAST ASIA,32.7,1077836051,C
4327,Ishak Haji Muhammad,Malaysia,SOUTHEAST ASIA,32.7,1035141510,C
4328,Rozman Isli,Malaysia,SOUTHEAST ASIA,32.7,1108497849,Start
4329,Mazlan Ismail,Malaysia,SOUTHEAST ASIA,32.7,1113193039,C
4330,Ahmad Kamil Jaafar,Malaysia,SOUTHEAST ASIA,32.7,1113197409,Start
4331,Jefridin Atan,Malaysia,SOUTHEAST ASIA,32.7,1106337099,Start
4332,John Ambrose (politician),Malaysia,SOUTHEAST ASIA,32.7,1112592341,Stub
4333,Kassim Ahmad,Malaysia,SOUTHEAST ASIA,32.7,1090209181,C
4334,Keshvinder Singh,Malaysia,SOUTHEAST ASIA,32.7,1108756333,Stub
4335,Devaki Krishnan,Malaysia,SOUTHEAST ASIA,32.7,1104869132,C
4336,Jennifer Lasimbang,Malaysia,SOUTHEAST ASIA,32.7,1073057505,Start
4337,Lau Pak Khuan,Malaysia,SOUTHEAST ASIA,32.7,1058822389,Start
4338,Lau Yew,Malaysia,SOUTHEAST ASIA,32.7,1088062798,Stub
4339,Azlan Mohd Lazim,Malaysia,SOUTHEAST ASIA,32.7,968561996,Start
4340,Lee Kiat Lee,Malaysia,SOUTHEAST ASIA,32.7,1099721190,C
4341,Philip Lee Tau Sang,Malaysia,SOUTHEAST ASIA,32.7,1090146763,Stub
4342,Lim Siew Khim,Malaysia,SOUTHEAST ASIA,32.7,1109999547,Stub
4343,Lim Ban Hong,Malaysia,SOUTHEAST ASIA,32.7,1077836086,C
4344,Oscar Ling,Malaysia,SOUTHEAST ASIA,32.7,1113183873,Stub
4345,Liou Chen Kuang,Malaysia,SOUTHEAST ASIA,32.7,1052006400,Start
4346,Lukanisman Awang Sauni,Malaysia,SOUTHEAST ASIA,32.7,1099663583,Stub
4347,Rashid Maidin,Malaysia,SOUTHEAST ASIA,32.7,1092905349,C
4348,Masidi Manjun,Malaysia,SOUTHEAST ASIA,32.7,1102291819,C
4349,Masiung Banah,Malaysia,SOUTHEAST ASIA,32.7,1112581071,Start
4350,N.K. Menon,Malaysia,SOUTHEAST ASIA,32.7,1097999475,Start
4351,Mohamad Fazli Mohamad Salleh,Malaysia,SOUTHEAST ASIA,32.7,1110532542,Stub
4352,Mohamad Noor Dawoo,Malaysia,SOUTHEAST ASIA,32.7,1110532561,Stub
4353,Mohamad Zaim Abu Hassan,Malaysia,SOUTHEAST ASIA,32.7,1110532586,Start
4354,Mohamad Zuraimi Razali,Malaysia,SOUTHEAST ASIA,32.7,1110019509,Stub
4355,Mohd Osman Mohd Jailu,Malaysia,SOUTHEAST ASIA,32.7,1110019382,Stub
4356,John Victor Morais,Malaysia,SOUTHEAST ASIA,32.7,1095635753,Stub
4357,Muhammad Faiz Fadzil,Malaysia,SOUTHEAST ASIA,32.7,1111890340,Start
4358,Muhd Fadhil Nuruddin,Malaysia,SOUTHEAST ASIA,32.7,1110532712,Start
4359,Muis Picho,Malaysia,SOUTHEAST ASIA,32.7,1090461411,Start
4360,Ng Lam Hua,Malaysia,SOUTHEAST ASIA,32.7,1114406039,Start
4361,Khairin Nisa,Malaysia,SOUTHEAST ASIA,32.7,1110532690,Stub
4362,Ong Kow Meng,Malaysia,SOUTHEAST ASIA,32.7,1110227480,Stub
4363,Samsudin Osman,Malaysia,SOUTHEAST ASIA,32.7,1101069822,Start
4364,K. Pathmanaban,Malaysia,SOUTHEAST ASIA,32.7,1050612192,Start
4365,Peter Anthony,Malaysia,SOUTHEAST ASIA,32.7,1090082414,Start
4366,Mamad Puteh,Malaysia,SOUTHEAST ASIA,32.7,1104359904,Start
4367,Ras Adiba Radzi,Malaysia,SOUTHEAST ASIA,32.7,1110892125,Stub
4368,Raja Ahmad Zainuddin Raja Omar,Malaysia,SOUTHEAST ASIA,32.7,1093072163,Start
4369,Rasinin Kautis,Malaysia,SOUTHEAST ASIA,32.7,1059926880,Start
4370,Razali Idris,Malaysia,SOUTHEAST ASIA,32.7,1052007243,Stub
4371,Ronnie Liu Tian Khiew,Malaysia,SOUTHEAST ASIA,32.7,1115455383,C
4372,Abang Muhammad Salahuddin,Malaysia,SOUTHEAST ASIA,32.7,1097436370,C
4373,Jaujan Sambakong,Malaysia,SOUTHEAST ASIA,32.7,1095150670,Start
4374,Sarifuddin Hata,Malaysia,SOUTHEAST ASIA,32.7,1090469603,Start
4375,Sedomon Gunsanad Kina,Malaysia,SOUTHEAST ASIA,32.7,1107695722,C
4376,See Chee How,Malaysia,SOUTHEAST ASIA,32.7,1113114002,Start
4377,Ajis Sitin,Malaysia,SOUTHEAST ASIA,32.7,1087994159,Stub
4378,Murugesan Sinnandavar,Malaysia,SOUTHEAST ASIA,32.7,1102947032,C
4379,Hashim Suboh,Malaysia,SOUTHEAST ASIA,32.7,1062795670,Start
4380,Abdul Rahman Sulaiman,Malaysia,SOUTHEAST ASIA,32.7,1110686188,Stub
4381,Arunarsin Taib,Malaysia,SOUTHEAST ASIA,32.7,1109410129,Start
4382,Tan Keng Liang,Malaysia,SOUTHEAST ASIA,32.7,1052007347,Start
4383,Nathaniel Tan,Malaysia,SOUTHEAST ASIA,32.7,1106899406,C
4384,Lai Teck,Malaysia,SOUTHEAST ASIA,32.7,1113084195,C
4385,Kamarulzaman Teh,Malaysia,SOUTHEAST ASIA,32.7,1111469791,Start
4386,Teng Chang Yeow,Malaysia,SOUTHEAST ASIA,32.7,1105707535,GA
4387,Jason Teoh,Malaysia,SOUTHEAST ASIA,32.7,1097385777,Start
4388,R.S. Thanenthiran,Malaysia,SOUTHEAST ASIA,32.7,1105856407,Start
4389,Uda Sulai,Malaysia,SOUTHEAST ASIA,32.7,1095616919,Start
4390,Sukarti Wakiman,Malaysia,SOUTHEAST ASIA,32.7,1093149014,Start
4391,Wan Mohamed Wan Teh,Malaysia,SOUTHEAST ASIA,32.7,1095237082,Start
4392,Wan Rosdy Wan Ismail,Malaysia,SOUTHEAST ASIA,32.7,1108769286,C
4393,Wilson Ugak Kumbong,Malaysia,SOUTHEAST ASIA,32.7,1110532734,Stub
4394,Eli Wong,Malaysia,SOUTHEAST ASIA,32.7,683715284,Stub
4395,Ibrahim Yaacob,Malaysia,SOUTHEAST ASIA,32.7,1087075628,Start
4396,Ismail Yaacob,Malaysia,SOUTHEAST ASIA,32.7,1077828032,Stub
4397,Loke Yuen Yow,Malaysia,SOUTHEAST ASIA,32.7,1110532900,Start
4398,Yusnan Yusof,Malaysia,SOUTHEAST ASIA,32.7,1110020386,Start
4399,Ahmed Adeeb,Maldives,SOUTH ASIA,0.6,1106334283,C
